key,sample_uid,group,scope,state,n_cells,program,score
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M22,Merged_a5B1__M22,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,161,Injury-associated regeneration,5.477183023512569
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M22,Merged_a5B1__M22,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,161,Absorptive differentiation,5.288270950771873
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Inflammatory chemokines,2.5757967814730462
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Interferon response,0.5653613392822058
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Barrier / junctions,6.198229817014041
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Mucus / secretory,11.511507785523618
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Injury-associated regeneration,5.327308480006847
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,52,Absorptive differentiation,4.795821880452524
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Inflammatory chemokines,2.0784160409290267
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Interferon response,1.7364295414511146
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Barrier / junctions,6.644478680875845
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Mucus / secretory,10.985956153080641
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Injury-associated regeneration,6.012602161331526
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,44,Absorptive differentiation,4.711991908494336
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Inflammatory chemokines,2.5692542206452953
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Interferon response,0.8064416961713181
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Barrier / junctions,7.1952371367125565
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Mucus / secretory,7.921152506216426
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Injury-associated regeneration,5.505184916103952
Level 3___Mature absorptive colonocyte___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,71,Absorptive differentiation,5.4809160254975495
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Inflammatory chemokines,1.0051755044681918
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Interferon response,1.5014297760998574
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Barrier / junctions,6.798614584097905
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Mucus / secretory,12.041654017376118
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Injury-associated regeneration,5.684764778610514
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,25,Absorptive differentiation,3.9808398264740776
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Inflammatory chemokines,2.1441605003578386
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Interferon response,0.3000257449359731
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Barrier / junctions,5.859537818779003
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Mucus / secretory,8.173776361613108
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Injury-associated regeneration,5.131456534274536
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M14,Merged_a5B1__M14,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,21,Absorptive differentiation,5.012884186617049
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Inflammatory chemokines,2.8724613108902246
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Interferon response,1.1534644661535602
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Barrier / junctions,6.823803637275529
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Mucus / secretory,8.862540535688543
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Injury-associated regeneration,5.995115185471235
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,54,Absorptive differentiation,5.377786297512474
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Inflammatory chemokines,2.06555153314084
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Interferon response,0.5249560941864758
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Barrier / junctions,6.839073730232513
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Mucus / secretory,10.890265835959184
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Injury-associated regeneration,5.831143015628482
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,60,Absorptive differentiation,4.684383585782093
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Inflammatory chemokines,3.27237205159429
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Interferon response,1.29252326142236
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Barrier / junctions,5.774030092584469
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Mucus / secretory,9.000387878211775
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Injury-associated regeneration,5.9570739081777395
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,24,Absorptive differentiation,5.043790139722156
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Inflammatory chemokines,1.7404981577955383
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Interferon response,0.8400012950802829
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Barrier / junctions,7.235749912311028
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Mucus / secretory,12.08341537668815
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Injury-associated regeneration,5.715910511092661
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,21,Absorptive differentiation,4.155893720179733
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Inflammatory chemokines,6.342867537827949
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Interferon response,2.9781947267667896
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Barrier / junctions,6.4147335974442425
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Mucus / secretory,6.233075768422218
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Injury-associated regeneration,6.161204379799286
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D6,FAPTK__D6,DSS,Level 3,IFN/MHC-II-responsive epithelial,825,Absorptive differentiation,6.565284642916815
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Inflammatory chemokines,6.073123056207236
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Interferon response,3.413143705263063
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Barrier / junctions,6.406928451862895
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Mucus / secretory,5.765000561980673
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Injury-associated regeneration,6.353686827844048
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D5,FAPTK__D5,DSS,Level 3,IFN/MHC-II-responsive epithelial,555,Absorptive differentiation,6.9155354003651635
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Inflammatory chemokines,6.269691647885854
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Interferon response,3.107970608841573
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Barrier / junctions,6.352093630551814
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Mucus / secretory,6.112354442330232
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Injury-associated regeneration,6.426055527208464
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D1,FAPTK__D1,DSS,Level 3,IFN/MHC-II-responsive epithelial,949,Absorptive differentiation,6.74505046530475
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Inflammatory chemokines,6.13311104732411
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Interferon response,3.489945629545538
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Barrier / junctions,6.645909035352378
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Mucus / secretory,6.396169078026413
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Injury-associated regeneration,6.583530100029696
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,IFN/MHC-II-responsive epithelial,1517,Absorptive differentiation,6.940918322234896
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Inflammatory chemokines,4.140489685369386
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Interferon response,2.74154438343554
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Barrier / junctions,7.595960205457153
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Mucus / secretory,3.683297205053391
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Injury-associated regeneration,6.585359334779187
Level 3___Mature absorptive colonocyte___FAPTK__D1,FAPTK__D1,DSS,Level 3,Mature absorptive colonocyte,159,Absorptive differentiation,7.030900246450733
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Inflammatory chemokines,6.091721044802139
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Interferon response,3.571496439896806
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Barrier / junctions,6.336807774191603
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Mucus / secretory,5.838725939131532
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Injury-associated regeneration,6.265645223703436
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D2,FAPTK__D2,DSS,Level 3,IFN/MHC-II-responsive epithelial,443,Absorptive differentiation,6.399546011355694
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Inflammatory chemokines,6.243851128925116
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Interferon response,3.164879340492302
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Barrier / junctions,6.552120105096203
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Mucus / secretory,6.159783353386115
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Injury-associated regeneration,6.511924076568653
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__D3,FAPTK__D3,DSS,Level 3,IFN/MHC-II-responsive epithelial,354,Absorptive differentiation,6.5971012364750345
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Inflammatory chemokines,4.108475846825244
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Interferon response,1.5156831360227299
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Barrier / junctions,7.63231096948051
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Mucus / secretory,3.387023492109414
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Injury-associated regeneration,6.825769595987027
Level 3___Mature absorptive colonocyte___FAPTK__D6,FAPTK__D6,DSS,Level 3,Mature absorptive colonocyte,122,Absorptive differentiation,6.73028006389803
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Inflammatory chemokines,4.780012841357705
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Interferon response,2.2252365559429874
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Barrier / junctions,8.016714624875217
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Mucus / secretory,4.981182912786529
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Injury-associated regeneration,7.0411108510704965
Level 3___Mature absorptive colonocyte___FAPTK__D4,FAPTK__D4,DSS,Level 3,Mature absorptive colonocyte,279,Absorptive differentiation,7.792426587613515
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Inflammatory chemokines,3.8344663181913194
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Interferon response,0.17699240826227294
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Barrier / junctions,7.191325048300045
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Mucus / secretory,2.1884200000206815
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Injury-associated regeneration,4.905169076242973
Level 3___Mature absorptive colonocyte___FAPTK__D3,FAPTK__D3,DSS,Level 3,Mature absorptive colonocyte,65,Absorptive differentiation,6.053117548135016
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Inflammatory chemokines,4.773058057554791
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Interferon response,3.1678052711060025
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Barrier / junctions,7.849614260817049
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Mucus / secretory,6.1177947137754645
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Injury-associated regeneration,7.68885719460185
Level 3___Mature absorptive colonocyte___FAPTK__D5,FAPTK__D5,DSS,Level 3,Mature absorptive colonocyte,105,Absorptive differentiation,7.732479290306067
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Inflammatory chemokines,4.541853993370302
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Interferon response,-2.208093638816234
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Barrier / junctions,4.62179019900109
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Mucus / secretory,-0.6024131555468247
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Injury-associated regeneration,4.945591378955181
Level 3___Injury/inflammatory epithelial___FAPTK__D4,FAPTK__D4,DSS,Level 3,Injury/inflammatory epithelial,25,Absorptive differentiation,2.313990259754143
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Inflammatory chemokines,3.4175088825922444
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Interferon response,2.8753456559207513
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Barrier / junctions,7.448559504306583
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Mucus / secretory,4.357405949566004
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Injury-associated regeneration,6.92406770786476
Level 3___Mature absorptive colonocyte___FAPTK__D2,FAPTK__D2,DSS,Level 3,Mature absorptive colonocyte,66,Absorptive differentiation,6.217320133284665
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Inflammatory chemokines,1.0454242556187834
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Interferon response,2.8210549934140565
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Barrier / junctions,6.891858992698275
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Mucus / secretory,7.234895483364938
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Injury-associated regeneration,5.298296132783459
Level 3___Mature absorptive colonocyte___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Mature absorptive colonocyte,2009,Absorptive differentiation,7.791164702198108
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Inflammatory chemokines,2.0881501812475247
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Interferon response,2.781352685737199
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Barrier / junctions,6.523918521174767
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Mucus / secretory,8.072764160098922
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Injury-associated regeneration,5.6415956132866985
Level 3___Absorptive-secretory transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Absorptive-secretory transitional epithelial,2008,Absorptive differentiation,7.018467754738995
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Inflammatory chemokines,-3.4514324347841185
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Interferon response,-3.6143781288943444
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Barrier / junctions,5.20539157667446
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Mucus / secretory,6.958094125927261
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Injury-associated regeneration,4.430900866064567
Level 3___Zg16+ secretory epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Zg16+ secretory epithelial,95,Absorptive differentiation,3.7515286932472662
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,IFN/MHC-II-responsive epithelial,165,Inflammatory chemokines,2.1853499553337237
Level 3___IFN/MHC-II-responsive epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,IFN/MHC-II-responsive epithelial,165,Interferon response,2.2483158867709
