sample,group,subset,kind,marker,events,median,mean,eligible
FD1,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CD11b,835,16698.48904958916,28390.091429151573,True
FD1,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CD45,835,13297.18306887507,17172.023094801316,True
FD1,FD,Saved: cxcr4+/padi4- or osm-,saved gate,Ly6G,835,11859.566205467669,19766.58366797735,True
FD1,FD,Saved: cxcr4+/padi4- or osm-,saved gate,F4/80,835,3974.370152695642,4650.0570760427745,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,OSM,778,-12299.94628958376,-19683.249141731358,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CXCR4,778,5123.139707776885,7842.548385037432,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,MX1,778,-2656.4713511666823,-4539.141841412643,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,PADI4,778,1986.778514968632,2689.8802341703667,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,NAMPT,778,-256.14674143516027,-319.35917601238776,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD177,778,-4842.8036106919535,-5382.358173854078,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD11b,778,16927.854253965714,29039.7060175008,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD45,778,13253.867254464447,17166.388848635375,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,Ly6G,778,11177.172884790907,18142.8409554948,True
FD1,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,F4/80,778,4341.97769842494,5505.067091526037,True
FD1,FD,Saved: cxcr4-,saved gate,OSM,510,-22006.231627049427,-34213.825468657196,True
FD1,FD,Saved: cxcr4-,saved gate,CXCR4,510,132.38124121570604,-184.59348398767332,True
FD1,FD,Saved: cxcr4-,saved gate,MX1,510,-5807.793019194989,-8991.635870904689,True
FD1,FD,Saved: cxcr4-,saved gate,PADI4,510,644.0656674128422,821.4080525439642,True
FD1,FD,Saved: cxcr4-,saved gate,NAMPT,510,-479.98178809273344,-643.0245404483047,True
FD1,FD,Saved: cxcr4-,saved gate,CD177,510,-3927.5553846216703,-2917.3086605105887,True
FD1,FD,Saved: cxcr4-,saved gate,CD11b,510,33754.954687978316,52004.690212763715,True
FD1,FD,Saved: cxcr4-,saved gate,CD45,510,9046.288388879228,12340.954955202762,True
FD1,FD,Saved: cxcr4-,saved gate,Ly6G,510,13919.224285896038,21674.815965013117,True
FD1,FD,Saved: cxcr4-,saved gate,F4/80,510,4095.79237520642,5985.803773828501,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,OSM,86,-62951.07431397227,-70101.08857679427,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,CXCR4,86,-375.8857997222042,-848.5494257612288,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,MX1,86,-15048.412896616257,-17702.28710044578,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,PADI4,86,-1020.5973554626516,-1475.929618600463,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,NAMPT,86,-1064.8718607437131,-1176.8138353188745,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,CD177,86,10350.958892610439,13224.673831898963,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,CD11b,86,59094.22016536811,67710.30192716562,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,CD45,86,10852.83609147469,13281.922220374203,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,Ly6G,86,16026.35515746684,29395.485604449506,True
FD1,FD,Saved: cxcr4-/cd177 hi,saved gate,F4/80,86,5895.070386361557,6973.557245768701,True
FD1,FD,Saved: mx1+,saved gate,OSM,106,23164.096461125067,24200.963563787984,True
FD1,FD,Saved: mx1+,saved gate,CXCR4,106,3093.0108933388647,4137.980394157,True
FD1,FD,Saved: mx1+,saved gate,MX1,106,8792.48735154314,10323.352119112209,True
FD1,FD,Saved: mx1+,saved gate,PADI4,106,4146.932614674395,5167.674871911039,True
FD1,FD,Saved: mx1+,saved gate,NAMPT,106,770.1484894303862,946.7964153611182,True
FD1,FD,Saved: mx1+,saved gate,CD177,106,-15607.091457884122,-17042.367415695866,True
FD1,FD,Saved: mx1+,saved gate,CD11b,106,17804.416081337054,21879.173546208716,True
FD1,FD,Saved: mx1+,saved gate,CD45,106,20220.671756900483,26549.55189026297,True
FD1,FD,Saved: mx1+,saved gate,Ly6G,106,44130.57937364494,47928.79986180065,True
FD1,FD,Saved: mx1+,saved gate,F4/80,106,-7057.763214790644,-8092.358405277129,True
FD1,FD,Saved: mx1+/cd177 hi,saved gate,OSM,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,CXCR4,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,MX1,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,PADI4,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,NAMPT,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,CD177,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,CD11b,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,CD45,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,Ly6G,0,,,False
FD1,FD,Saved: mx1+/cd177 hi,saved gate,F4/80,0,,,False
FD1,FD,Saved: osm+,saved gate,OSM,334,12904.390744229082,15323.829468372456,True
FD1,FD,Saved: osm+,saved gate,CXCR4,334,1879.2826594753342,2945.8472581757987,True
FD1,FD,Saved: osm+,saved gate,MX1,334,4327.75929008588,5211.995189297522,True
FD1,FD,Saved: osm+,saved gate,PADI4,334,2370.8886725743278,3658.406979340537,True
FD1,FD,Saved: osm+,saved gate,NAMPT,334,372.37789634285025,473.02937901866744,True
FD1,FD,Saved: osm+,saved gate,CD177,334,-9594.380003276972,-11821.98575785391,True
FD1,FD,Saved: osm+,saved gate,CD11b,334,11588.161991582405,14180.295356703562,True
FD1,FD,Saved: osm+,saved gate,CD45,334,13786.118212251502,18063.776252274012,True
FD1,FD,Saved: osm+,saved gate,Ly6G,334,25742.3636340948,30294.694046999346,True
FD1,FD,Saved: osm+,saved gate,F4/80,334,-3214.764280280508,-3546.391919564294,True
FD1,FD,Saved: osm+/cd177 hi,saved gate,OSM,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,CXCR4,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,MX1,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,PADI4,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,NAMPT,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,CD177,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,CD11b,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,CD45,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,Ly6G,0,,,False
FD1,FD,Saved: osm+/cd177 hi,saved gate,F4/80,0,,,False
FD1,FD,Saved: padi4+,saved gate,OSM,119,2694.285982206207,-4484.945662717191,True
FD1,FD,Saved: padi4+,saved gate,CXCR4,119,3867.407856836735,6346.776277147744,True
FD1,FD,Saved: padi4+,saved gate,MX1,119,1082.0818043158715,286.197579485057,True
FD1,FD,Saved: padi4+,saved gate,PADI4,119,10708.04034563298,12838.664591166948,True
FD1,FD,Saved: padi4+,saved gate,NAMPT,119,95.40069899488554,64.63551305628262,True
FD1,FD,Saved: padi4+,saved gate,CD177,119,-15615.799579845843,-17580.24640345935,True
FD1,FD,Saved: padi4+,saved gate,CD11b,119,13891.210146822374,25786.346849475234,True
FD1,FD,Saved: padi4+,saved gate,CD45,119,32572.80389474772,38945.28470230086,True
FD1,FD,Saved: padi4+,saved gate,Ly6G,119,23712.106388502318,33376.83857024427,True
FD1,FD,Saved: padi4+,saved gate,F4/80,119,1763.2983338827548,4578.211313509124,True
FD1,FD,Saved: padi4+/cd177 hi,saved gate,OSM,1,-103739.731653746,-103739.731653746,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,CXCR4,1,6873.641613778229,6873.641613778229,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,MX1,1,-23873.463050970826,-23873.463050970826,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,PADI4,1,8164.517761687589,8164.517761687589,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,NAMPT,1,-2066.012315644643,-2066.012315644643,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,CD177,1,12959.053481683477,12959.053481683477,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,CD11b,1,54097.907269900374,54097.907269900374,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,CD45,1,12354.207428718086,12354.207428718086,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,Ly6G,1,113323.6029541629,113323.6029541629,False
FD1,FD,Saved: padi4+/cd177 hi,saved gate,F4/80,1,8378.98264773719,8378.98264773719,False
FD1,FD,FMO: CXCR4+,fixed FMO,OSM,786,-10632.284909602906,-16097.460275001242,True
FD1,FD,FMO: CXCR4+,fixed FMO,CXCR4,786,6004.948312996456,8775.320950565734,True
FD1,FD,FMO: CXCR4+,fixed FMO,MX1,786,-2192.2958632826503,-3196.392729655778,True
FD1,FD,FMO: CXCR4+,fixed FMO,PADI4,786,2122.307011801551,3166.6627350633908,True
FD1,FD,FMO: CXCR4+,fixed FMO,NAMPT,786,-199.41106138460725,-181.9328828204641,True
FD1,FD,FMO: CXCR4+,fixed FMO,CD177,786,-5087.907865936369,-6461.8577703100345,True
FD1,FD,FMO: CXCR4+,fixed FMO,CD11b,786,18258.459139811617,28845.177773276482,True
FD1,FD,FMO: CXCR4+,fixed FMO,CD45,786,15318.761810742324,19895.801663347884,True
FD1,FD,FMO: CXCR4+,fixed FMO,Ly6G,786,12625.939728454254,21192.582904186165,True
FD1,FD,FMO: CXCR4+,fixed FMO,F4/80,786,4241.408744423867,4510.521968538743,True
FD1,FD,FMO: OSM+,fixed FMO,OSM,18,42310.47451817523,46499.25360365409,False
FD1,FD,FMO: OSM+,fixed FMO,CXCR4,18,4742.810366287483,6716.032614959118,False
FD1,FD,FMO: OSM+,fixed FMO,MX1,18,13462.753676354403,16601.786148197058,False
FD1,FD,FMO: OSM+,fixed FMO,PADI4,18,7286.180428707541,8420.654122802049,False
FD1,FD,FMO: OSM+,fixed FMO,NAMPT,18,1094.9162071480857,1614.813932895383,False
FD1,FD,FMO: OSM+,fixed FMO,CD177,18,-23335.97015415074,-27581.90151068607,False
FD1,FD,FMO: OSM+,fixed FMO,CD11b,18,27305.198231676055,34224.30717888401,False
FD1,FD,FMO: OSM+,fixed FMO,CD45,18,30378.72888102621,41696.44062530749,False
FD1,FD,FMO: OSM+,fixed FMO,Ly6G,18,76286.66909375432,85287.46576455244,False
FD1,FD,FMO: OSM+,fixed FMO,F4/80,18,-13036.277120113627,-14413.042791802129,False
FD1,FD,FMO: PADI4+,fixed FMO,OSM,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,CXCR4,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,MX1,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,PADI4,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,NAMPT,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,CD177,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,CD11b,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,CD45,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,Ly6G,0,,,False
FD1,FD,FMO: PADI4+,fixed FMO,F4/80,0,,,False
FD1,FD,FMO: MX1+,fixed FMO,OSM,106,23164.096461125067,24200.963563787984,True
FD1,FD,FMO: MX1+,fixed FMO,CXCR4,106,3093.0108933388647,4137.980394157,True
FD1,FD,FMO: MX1+,fixed FMO,MX1,106,8792.48735154314,10323.352119112209,True
FD1,FD,FMO: MX1+,fixed FMO,PADI4,106,4146.932614674395,5167.674871911039,True
FD1,FD,FMO: MX1+,fixed FMO,NAMPT,106,770.1484894303862,946.7964153611182,True
FD1,FD,FMO: MX1+,fixed FMO,CD177,106,-15607.091457884122,-17042.367415695866,True
FD1,FD,FMO: MX1+,fixed FMO,CD11b,106,17804.416081337054,21879.173546208716,True
FD1,FD,FMO: MX1+,fixed FMO,CD45,106,20220.671756900483,26549.55189026297,True
FD1,FD,FMO: MX1+,fixed FMO,Ly6G,106,44130.57937364494,47928.79986180065,True
FD1,FD,FMO: MX1+,fixed FMO,F4/80,106,-7057.763214790644,-8092.358405277129,True
FD1,FD,FMO: NAMPT+,fixed FMO,OSM,176,14659.276935235028,16025.670674582658,True
FD1,FD,FMO: NAMPT+,fixed FMO,CXCR4,176,2996.7823572453326,4838.4275591824635,True
FD1,FD,FMO: NAMPT+,fixed FMO,MX1,176,5976.358860624516,6614.00336200818,True
FD1,FD,FMO: NAMPT+,fixed FMO,PADI4,176,2789.6674339394135,3807.884753657747,True
FD1,FD,FMO: NAMPT+,fixed FMO,NAMPT,176,707.0995635173585,913.4699094446573,True
FD1,FD,FMO: NAMPT+,fixed FMO,CD177,176,-11408.806798626963,-13140.313318059065,True
FD1,FD,FMO: NAMPT+,fixed FMO,CD11b,176,14414.849948115447,18488.62538129576,True
FD1,FD,FMO: NAMPT+,fixed FMO,CD45,176,17902.53606575613,23152.55748524651,True
FD1,FD,FMO: NAMPT+,fixed FMO,Ly6G,176,29783.087944365943,36096.36797543795,True
FD1,FD,FMO: NAMPT+,fixed FMO,F4/80,176,-4566.17097627474,-3957.711480725402,True
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,OSM,16,43859.449061131854,47688.75166586443,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CXCR4,16,5760.203473535847,7274.566417910646,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,MX1,16,14140.147793974207,17522.100801355646,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,PADI4,16,7669.089810841073,9302.22627130492,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,NAMPT,16,1105.8820172193584,1724.7246157383001,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD177,16,-23929.50841173995,-28572.598934403904,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD11b,16,27305.198231676055,34353.027215245034,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD45,16,34441.481833148064,44541.13101911192,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,Ly6G,16,77570.92950340855,87658.5274377852,False
FD1,FD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,F4/80,16,-14141.303031505926,-15244.310191174376,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
FD1,FD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,OSM,74,24580.695534892664,26670.41675994998,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CXCR4,74,3710.412470960505,5195.969455807349,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,MX1,74,9331.073678052373,11360.085565680592,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,PADI4,74,4469.679129192542,6283.372600826544,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,NAMPT,74,863.5357220834435,1111.8967623276685,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD177,74,-18161.252831296864,-19262.633567703077,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD11b,74,19754.83113280595,23831.021593522015,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD45,74,23750.70355542765,30224.607244362287,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,Ly6G,74,48062.851987587506,53759.02548789098,True
FD1,FD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,F4/80,74,-7761.504277655678,-9070.645219655113,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,OSM,111,17458.587906541146,18037.969813156742,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CXCR4,111,4217.165891965296,6749.453895919004,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,MX1,111,7032.390651890331,7878.96215408454,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,PADI4,111,4403.812412964768,5565.4972179053975,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,NAMPT,111,792.6859399660216,1005.8386421307088,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD177,111,-14840.252254613997,-15697.682515796969,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD11b,111,17684.548361123325,20213.40120398202,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD45,111,23581.75021140473,28666.08730893539,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,Ly6G,111,36261.04247680948,41186.71643113043,True
FD1,FD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,F4/80,111,-5781.641003357548,-4353.898218705132,True
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
FD1,FD,FMO: OSM+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,OSM,18,42310.47451817523,46499.25360365409,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,CXCR4,18,4742.810366287483,6716.032614959118,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,MX1,18,13462.753676354403,16601.786148197058,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,PADI4,18,7286.180428707541,8420.654122802049,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,NAMPT,18,1094.9162071480857,1614.813932895383,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD177,18,-23335.97015415074,-27581.90151068607,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD11b,18,27305.198231676055,34224.30717888401,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD45,18,30378.72888102621,41696.44062530749,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,Ly6G,18,76286.66909375432,85287.46576455244,False
FD1,FD,FMO: OSM+ & MX1+,fixed FMO coexpression,F4/80,18,-13036.277120113627,-14413.042791802129,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,OSM,18,42310.47451817523,46499.25360365409,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CXCR4,18,4742.810366287483,6716.032614959118,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,MX1,18,13462.753676354403,16601.786148197058,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,PADI4,18,7286.180428707541,8420.654122802049,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,NAMPT,18,1094.9162071480857,1614.813932895383,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD177,18,-23335.97015415074,-27581.90151068607,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD11b,18,27305.198231676055,34224.30717888401,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD45,18,30378.72888102621,41696.44062530749,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,Ly6G,18,76286.66909375432,85287.46576455244,False
FD1,FD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,F4/80,18,-13036.277120113627,-14413.042791802129,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,OSM,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CXCR4,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,MX1,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,PADI4,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,NAMPT,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD177,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD11b,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD45,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,Ly6G,0,,,False
FD1,FD,FMO: PADI4+ & MX1+,fixed FMO coexpression,F4/80,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,OSM,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CXCR4,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,MX1,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,PADI4,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,NAMPT,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD177,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD11b,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD45,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,Ly6G,0,,,False
FD1,FD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,F4/80,0,,,False
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,OSM,88,24361.626313215922,26495.252641670046,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CXCR4,88,3195.564446016994,4332.648296255068,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,MX1,88,9155.622391031888,10982.003005922958,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,PADI4,88,3899.5388195396968,4785.404374335086,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,NAMPT,88,828.2839537889615,1080.2714834029225,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD177,88,-16309.874841048131,-17784.65381243307,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD11b,88,18695.47672463838,23753.846239241495,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD45,88,21634.488825689587,27273.68444019314,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,Ly6G,88,47190.081227955045,51503.391806734326,True
FD1,FD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,F4/80,88,-7529.15828955068,-9009.480076429574,True
FD1,FD,F4/80 gate overlap,gate overlap,OSM,417,-48359.709252892426,-57621.16266550109,True
FD1,FD,F4/80 gate overlap,gate overlap,CXCR4,417,2389.9075826764524,5055.042105112424,True
FD1,FD,F4/80 gate overlap,gate overlap,MX1,417,-12630.434143789438,-15061.215615013161,True
FD1,FD,F4/80 gate overlap,gate overlap,PADI4,417,1252.6077835664,2164.3944925021497,True
FD1,FD,F4/80 gate overlap,gate overlap,NAMPT,417,-932.361960194189,-1057.9296090875882,True
