gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
ADAR,-0.850802113084715,7.11087747537577,7.2478599357232,0.00747757071013077,0.0508136292557472,Resolved,alpha_interaction,4,16812
ADARB1,-0.877361633700054,3.18381468059231,0.647897346568126,0.421463646005513,0.64389439177899,Resolved,alpha_interaction,4,16812
ADARB2,0.681933736921705,4.75139796296749,1.36734161872456,0.243150494037997,0.492689659607906,Resolved,alpha_interaction,4,16812
ADAT1,0.61432313666841,3.76202148661272,0.811616393634229,0.368326260610442,0.60225706509655,Resolved,alpha_interaction,4,16812
ADCK1,0.335059364406615,1.96116775938733,0.0706467583756072,0.790568507955875,0.889914581745241,Resolved,alpha_interaction,4,16812
ADCY1,0.477646232711569,2.235743284234,0.0769598886568967,0.781640753420358,0.884614227297412,Resolved,alpha_interaction,4,16812
ADCY10,1.3407323861704,2.09585553160014,1.35921449791137,0.244541581341309,0.493782496458093,Resolved,alpha_interaction,4,16812
ADCY10P1,-1.36865228565498,4.27801327929354,3.3093815746165,0.0698247384678795,0.24331699762006,Resolved,alpha_interaction,4,16812
ADCY2,1.46583632263378,3.55515919542841,4.84962261888254,0.0283690607818698,0.133934470616342,Resolved,alpha_interaction,4,16812
ADCY3,-0.334653665088318,2.53922198710811,0.11182771131176,0.738292597283268,0.856543726832261,Resolved,alpha_interaction,4,16812
ADCY4,-2.85755844454507,4.48409011472721,11.04989639548,0.00099086468549904,0.0103340056405768,Resolved,alpha_interaction,4,16812
ADCY5,0.672504197621818,0.970522948565366,0.127646134776089,0.721122973742471,0.845787598336712,Resolved,alpha_interaction,4,16812
ADCY7,-0.71715291690927,4.10882888116528,1.21803245245313,0.270582416237508,0.518940404036617,Resolved,alpha_interaction,4,16812
ADCY8,0.976945428909185,1.57467427764438,0.513747876027,0.474043801889307,0.683146354652017,Resolved,alpha_interaction,4,16812
ADCY9,-1.68387990472919,3.00651895332703,1.52680046215992,0.217508748969476,0.465947641141033,Resolved,alpha_interaction,4,16812
ADD1,-1.44047695701719,6.00588807424107,11.3791950471652,0.000835029631816179,0.00909230451430932,Resolved,alpha_interaction,4,16812
ADD2,-3.99467252834058,1.54075608074589,0.59864557068887,0.439681431440538,0.657473640963078,Resolved,alpha_interaction,4,16812
ADD3,-1.52068475805526,6.34846629090563,17.7804700367038,3.24160541654315e-05,0.000603520157950425,Resolved,alpha_interaction,4,16812
ADD3-AS1,2.52179460963532,1.30307098977485,5.19914868870511,0.0232550256849849,0.116219825153379,Resolved,alpha_interaction,4,16812
ADGB,1.82369281236065,3.25463336546429,9.11676477683486,0.00273819815486505,0.0232146179423052,Resolved,alpha_interaction,4,16812
ADGRA2,1.20225829668608,0.973196010396406,0.397516868540995,0.528829155201278,0.720943541781048,Resolved,alpha_interaction,4,16812
ADGRA3,0.182484728271682,1.7888671190981,0.0113602734750006,0.915185794244295,0.959316303855343,Resolved,alpha_interaction,4,16812
ADGRB1,-4.9275059905269,1.84664625010741,1.15125720047725,0.28411069410468,0.530804569770156,Resolved,alpha_interaction,4,16812
ADGRB3,0.825059532874664,2.89008824948644,0.768958945741964,0.381198092281606,0.611750890362578,Resolved,alpha_interaction,4,16812
ADGRD1,1.11076974461678,1.80894148827482,0.362119659746178,0.547759416321991,0.734950623081031,Resolved,alpha_interaction,4,16812
ADGRD2,1.58135436367255,1.0965822373223,0.625082436270268,0.429753950817226,0.650490257783458,Resolved,alpha_interaction,4,16812
ADGRE1,-2.1293156861954,5.16912209480249,5.36982925387264,0.0211232590611898,0.108958103556398,Resolved,alpha_interaction,4,16812
ADGRE2,-0.999055060193682,8.18016340165435,14.2261721172232,0.000193545230522727,0.00276220918128022,Resolved,alpha_interaction,4,16812
ADGRE3,-1.17158760720397,7.91347303134503,16.9803873843909,4.83180085903725e-05,0.000846169125438899,Resolved,alpha_interaction,4,16812
ADGRE5,0.829979029202678,6.25874683725349,6.28808388264041,0.0126573698393203,0.0751443694544336,Resolved,alpha_interaction,4,16812
ADGRF5,1.74858175232751,2.1039140860899,1.53835137736612,0.215768505212235,0.463459832583121,Resolved,alpha_interaction,4,16812
ADGRG1,0.776421331493257,1.06196866739733,0.173013625339959,0.677726130783983,0.818563412771878,Resolved,alpha_interaction,4,16812
ADGRG2,1.28407133375722,1.95236293034471,1.24351580839826,0.265630077366838,0.513957056127434,Resolved,alpha_interaction,4,16812
ADGRG3,-2.01529513029504,9.31205854588904,63.2893082629632,3.23023455151375e-14,1.08613406560098e-11,Resolved,alpha_interaction,4,16812
ADGRG5,1.99698368054634,1.16091926508497,0.94272948282902,0.33231569116649,0.572122417717281,Resolved,alpha_interaction,4,16812
ADGRG6,3.1043253216665,2.24570321174482,9.05347705195432,0.00282987044625272,0.0237942085572959,Resolved,alpha_interaction,4,16812
ADGRL1,1.33780751444391,1.67448990889779,0.500455648466106,0.479819855274534,0.687407874467445,Resolved,alpha_interaction,4,16812
ADGRL1-AS1,0.752307905705408,2.0925315664142,0.342655334795604,0.55871414928889,0.742244352259567,Resolved,alpha_interaction,4,16812
ADGRL2,1.12081491023793,3.7071149964874,3.23276284347574,0.073128367087716,0.250444919021936,Resolved,alpha_interaction,4,16812
ADGRL3,0.0381702182213255,3.78521269803635,0.00238336962045891,0.961093467940846,0.982840838383303,Resolved,alpha_interaction,4,16812
ADGRL3-AS1,1.11482307423962,1.92469126839842,0.371216688470442,0.542777097075681,0.731334660510986,Resolved,alpha_interaction,4,16812
ADGRL4,1.00487503705586,2.19601115905264,0.824743345964603,0.364480628951169,0.598753990026094,Resolved,alpha_interaction,4,16812
ADGRV1,0.137202259210297,3.91897016082351,0.0246207909721845,0.8754150600583,0.939093797198834,Resolved,alpha_interaction,4,16812
ADI1,-0.331389284654993,3.59723687982715,0.214112258683323,0.643879018558715,0.798767271252148,Resolved,alpha_interaction,4,16812
ADIPOR1,-1.79303239148901,8.37404686946145,43.442941941404,1.83345015649515e-10,1.7029814381766e-08,Resolved,alpha_interaction,4,16812
ADIPOR2,-0.958959074193954,6.07077985032337,5.26347367990412,0.0224332821612969,0.113238998171211,Resolved,alpha_interaction,4,16812
ADK,-0.436837353469818,7.23949257749527,1.90819409182823,0.168141773650524,0.407731068601271,Resolved,alpha_interaction,4,16812
ADM,-1.64042560110532,6.57974299514901,15.2283648585634,0.00011642045031786,0.0018042412528489,Resolved,alpha_interaction,4,16812
ADNP,-0.644115604664049,6.39082694420755,3.13562700109301,0.0775643216679152,0.258726664592392,Resolved,alpha_interaction,4,16812
ADNP-AS1,-5.65816262209224,1.1887114514738,1.71161522951716,0.191723969895368,0.435980284306005,Resolved,alpha_interaction,4,16812
ADNP2,-3.1317275790852,5.61090905081481,19.9568622114806,1.1015794800988e-05,0.000240829053568545,Resolved,alpha_interaction,4,16812
ADO,0.574119217807873,3.53473444621341,0.830264682645739,0.362882018165567,0.597754523868127,Resolved,alpha_interaction,4,16812
ADORA2A-AS1,-1.97037378334812,6.51226547698456,17.5704630975684,3.59224293181411e-05,0.000659309914515926,Resolved,alpha_interaction,4,16812
ADPGK,-1.68506269733151,6.7785537335179,19.4745031411723,1.40083180154232e-05,0.000298058562921846,Resolved,alpha_interaction,4,16812
ADPGK-AS1,-2.77790918321653,5.03513921644279,13.8597968559304,0.000232867050475809,0.00320898430540926,Resolved,alpha_interaction,4,16812
ADPRH,-4.74972060858715,1.45336419547337,0.995019385117581,0.319284595257361,0.560807062518604,Resolved,alpha_interaction,4,16812
ADPRHL1,0.632297637049284,3.1345278560815,0.556899921839938,0.456059661375498,0.668988310535283,Resolved,alpha_interaction,4,16812
ADPRM,-4.44018751284756,1.45146511289505,0.796553275729221,0.372809598838448,0.60551395765356,Resolved,alpha_interaction,4,16812
ADPRS,-0.0336215384828216,3.17157875074015,0.00208269649843724,0.963628562507343,0.983910350512012,Resolved,alpha_interaction,4,16812
ADRA1B,1.97949668441161,1.15533728638898,1.73861286575237,0.1882742181661,0.432590700534163,Resolved,alpha_interaction,4,16812
ADRA2B,1.42735086272362,3.43199873245543,3.08830833140967,0.0798135284914361,0.264036583553133,Resolved,alpha_interaction,4,16812
ADRB2,-3.02384701857082,4.12015713208951,7.06097268893538,0.00827860957071082,0.0545737104602314,Resolved,alpha_interaction,4,16812
ADRM1,0.613809415329857,4.32495511330584,1.00528992362549,0.316797968449966,0.558543813859805,Resolved,alpha_interaction,4,16812
ADSS2,-0.979137808647902,5.00599891980897,3.28477808232294,0.0708708201618854,0.245911995095956,Resolved,alpha_interaction,4,16812
ADTRP,-1.93059815986686,3.41945109153212,2.18367794530973,0.140472568938634,0.369227177731158,Resolved,alpha_interaction,4,16812
AEBP2,-0.238607722745481,5.75208442708613,0.359403211012533,0.549267656636506,0.735798135144902,Resolved,alpha_interaction,4,16812
AFAP1,1.66757871469981,2.56211296589728,3.27133837508994,0.0714364576959306,0.246559171994249,Resolved,alpha_interaction,4,16812
AFAP1L1,0.484233288922304,2.40584438935489,0.076763861943523,0.781911235226122,0.88476891337963,Resolved,alpha_interaction,4,16812
AFDN,-0.930434275771448,3.13764197944642,0.75262743663438,0.386297570816837,0.616326925127147,Resolved,alpha_interaction,4,16812
AFF1,0.884312008461699,4.70324398838533,2.68387042874039,0.102363906773133,0.307384332016679,Resolved,alpha_interaction,4,16812
AFF2,0.0124745407533963,3.75962360350811,0.000351142107048847,0.985061237055549,0.993452280586556,Resolved,alpha_interaction,4,16812
AFF3,0.391350447328633,3.64651092437197,0.235621981949877,0.627718640659223,0.788553073807282,Resolved,alpha_interaction,4,16812
AFF4,-1.39939874081006,8.71035214028822,28.6651933747411,1.65995928707917e-07,6.21541994084074e-06,Resolved,alpha_interaction,4,16812
AFG1L,0.558917470422846,2.60976853623259,0.197341406430431,0.657175584370026,0.80680852376434,Resolved,alpha_interaction,4,16812
AFG3L2,-0.161264906925897,3.46045101218118,0.035384194810961,0.850912382892122,0.924608258866491,Resolved,alpha_interaction,4,16812
AFMID,-0.841259472136817,2.8293793015322,0.318101374676329,0.57314938067456,0.75146888509754,Resolved,alpha_interaction,4,16812
AFTPH,-1.08674825274335,7.4841916899382,12.476596070272,0.000473604263233442,0.0057282265276839,Resolved,alpha_interaction,4,16812
AFTPH-DT,-1.07762571397265,3.3011456117976,1.46344897950287,0.227278285738372,0.477088592812275,Resolved,alpha_interaction,4,16812
AGA,1.41882301821893,1.06302678251338,1.08527660730895,0.298303395860025,0.544525156481948,Resolved,alpha_interaction,4,16812
AGA-DT,-0.826937624134218,2.43514656769155,0.299775572150315,0.584407456168969,0.759571561895068,Resolved,alpha_interaction,4,16812
AGAP1,2.09956473801227,3.84685125007698,11.1212470304389,0.000954516227106781,0.0100295792563245,Resolved,alpha_interaction,4,16812
AGAP2,-1.14558716221305,3.28173415676593,1.59189099397834,0.20797747778343,0.455586184021944,Resolved,alpha_interaction,4,16812
AGAP3,-0.854702334898015,6.99621379947109,5.70363042448827,0.0175174198713893,0.0950315788569852,Resolved,alpha_interaction,4,16812
AGAP4,-0.756494980190015,1.94582568793943,0.232906774846946,0.629708525910818,0.789813468935592,Resolved,alpha_interaction,4,16812
AGBL1,1.44821904721392,4.01080083351464,5.34559235838958,0.0214138276335735,0.109792397125843,Resolved,alpha_interaction,4,16812
AGBL2,0.299319047528882,1.37208803348408,0.0291082373539502,0.864637586172366,0.932901640845013,Resolved,alpha_interaction,4,16812
AGBL3,1.81634888790898,3.28508492822372,4.57576110686533,0.0331849948460333,0.15045352932989,Resolved,alpha_interaction,4,16812
AGBL4,1.878768837469,5.22627742004864,9.37675872169857,0.00238622981037256,0.0209162124984272,Resolved,alpha_interaction,4,16812
AGBL4-AS1,0.621554183749755,1.24935179245845,0.116623263607753,0.732953747404302,0.853707221067147,Resolved,alpha_interaction,4,16812
AGBL5,0.504906109794821,1.22841662222816,0.119396890672987,0.729916075840348,0.851554601533877,Resolved,alpha_interaction,4,16812
AGER,0.317341668939636,4.65578950674657,0.474898709555644,0.49124756715429,0.695124518837735,Resolved,alpha_interaction,4,16812
AGFG1,-0.917401404341877,6.08012345821378,5.70816115847604,0.0174730743593197,0.0948828572767707,Resolved,alpha_interaction,4,16812
AGFG2,1.88079431606815,1.18683245184116,0.87059028761541,0.351503615054243,0.588476277264682,Resolved,alpha_interaction,4,16812
AGGF1,0.632545323310322,1.06132418858841,0.118106154872981,0.731323982814563,0.852695665377519,Resolved,alpha_interaction,4,16812
AGK,2.16745037600878,2.14184363530179,3.20244279364047,0.0744719406992791,0.252705620780905,Resolved,alpha_interaction,4,16812
AGK-DT,1.68545758785684,1.29378431594541,0.729236676181755,0.393779698316094,0.622845450003779,Resolved,alpha_interaction,4,16812
AGL,0.549266189275133,2.50749456342999,0.449101459522981,0.503247847532171,0.703116663567761,Resolved,alpha_interaction,4,16812
AGMO,0.247203824303012,3.5430033771177,0.0690235733309624,0.793034286808229,0.891328548590717,Resolved,alpha_interaction,4,16812
AGO1,-1.82402931766327,6.51297154854306,20.0276044104109,1.06668554326549e-05,0.000235962070439202,Resolved,alpha_interaction,4,16812
AGO2,-1.29379314742815,5.97306720127736,8.18971193383349,0.00449338980377203,0.0345127653694008,Resolved,alpha_interaction,4,16812
AGO3,-1.01354849483781,7.41170233779337,9.67716567176003,0.00203616415969107,0.0184837968967204,Resolved,alpha_interaction,4,16812
AGO4,-1.37262792668888,6.91101128119772,17.2160221468236,4.29530866088889e-05,0.000769038649700362,Resolved,alpha_interaction,4,16812
AGPAT1,-1.76703699901461,4.2900975511406,4.66238104158895,0.0315765801299531,0.1455808549853,Resolved,alpha_interaction,4,16812
AGPAT2,1.25566249075649,1.46844802058693,0.442941384457768,0.50618684545543,0.704963238154287,Resolved,alpha_interaction,4,16812
AGPAT3,-0.305827006334177,2.91348722659739,0.068498146469601,0.793704989332942,0.891739595379064,Resolved,alpha_interaction,4,16812
AGPAT4,-6.36819140526735,2.49928188593117,3.11726152320359,0.0784372984363385,0.260764852938842,Resolved,alpha_interaction,4,16812
AGPAT5,0.0297205888393211,1.76858653368126,0.00050913720159684,0.982012067667517,0.991745472555193,Resolved,alpha_interaction,4,16812
AGPS,-1.12335910280833,3.27951638519449,1.11212600521449,0.292419118260103,0.538874297510562,Resolved,alpha_interaction,4,16812
AGRN,4.16344203094235,0.670149476448502,5.0846657602141,0.0248128303074275,0.121761034188112,Resolved,alpha_interaction,4,16812
AGTPBP1,-0.929887567370441,7.13096020859896,7.96688884705799,0.00506655868058725,0.0380263323830504,Resolved,alpha_interaction,4,16812
AGTRAP,-0.357350055348985,5.7930194604822,0.578006257091659,0.447661362654083,0.663851356526458,Resolved,alpha_interaction,4,16812
AGXT2,1.70338105716504,1.18802016586664,0.727394394180771,0.394369355497743,0.623367582232799,Resolved,alpha_interaction,4,16812
AHCTF1,-1.40997775180204,8.43714428696153,28.8446987984253,1.52480804029476e-07,5.83942432196709e-06,Resolved,alpha_interaction,4,16812
AHCY,1.41048048108789,3.15406904261409,2.98069155098694,0.085231620007532,0.275772516467788,Resolved,alpha_interaction,4,16812
AHCYL1,-0.853401992508775,5.89748027261056,3.96952225161219,0.0471915685056424,0.190625816846915,Resolved,alpha_interaction,4,16812
AHCYL2,-0.0427777008078985,5.55428496731211,0.00898241179437862,0.924553137540558,0.96460675760291,Resolved,alpha_interaction,4,16812
AHDC1,0.687950470744084,3.10837364109208,0.766324568833178,0.382011645504412,0.612588686018711,Resolved,alpha_interaction,4,16812
AHI1,-0.346989657713237,5.50160933114873,0.557642741724169,0.455766459962857,0.668761903742726,Resolved,alpha_interaction,4,16812
AHI1-DT,0.375545953400682,2.55115254376607,0.128644964871651,0.72007726834542,0.84529685745516,Resolved,alpha_interaction,4,16812
AHNAK,2.66763284106228,2.76480364318814,14.4640385374732,0.000171209547024443,0.00249642229364695,Resolved,alpha_interaction,4,16812
AHR,0.775792213608585,3.15508174144526,0.832766688044167,0.362160500363164,0.597335655067744,Resolved,alpha_interaction,4,16812
AHSA1,-0.199054000745462,2.58614463264711,0.0399241512958621,0.841755563501928,0.91892749013543,Resolved,alpha_interaction,4,16812
AHSP,0.439870514524652,2.1231894449693,0.0644472892873869,0.799763845467303,0.895062559579037,Resolved,alpha_interaction,4,16812
AIDA,-1.21703717946018,2.17883553540752,0.691506781400408,0.406275533401216,0.631558415861418,Resolved,alpha_interaction,4,16812
AIF1,-0.897534419528172,5.69052329183755,4.36719994569407,0.0374365245200064,0.163619183477109,Resolved,alpha_interaction,4,16812
AIFM1,0.334813998545933,1.68788953109352,0.0377022587351405,0.84616571794295,0.921434062894539,Resolved,alpha_interaction,4,16812
AIFM2,0.0841131219817061,1.93760765901678,0.00253045166238159,0.959912038983939,0.982170360866531,Resolved,alpha_interaction,4,16812
AIG1,-0.556853710595171,4.59427671086062,0.829481134926966,0.363112650055712,0.597848388169282,Resolved,alpha_interaction,4,16812
AIM2,-1.2289106157229,3.66970913269736,1.43271278106163,0.232212411886721,0.482565521463481,Resolved,alpha_interaction,4,16812
AIMP1,1.88622717493675,1.62593242732992,2.34286225964273,0.126846582730869,0.348933394517592,Resolved,alpha_interaction,4,16812
