DonorID,ConditionCode,program,value,cells,population,version
Donor3,UA5,Immature_granulopoiesis,0.0399854840123205,2053,Resolved,full_gene
Donor1,UA5,Immature_granulopoiesis,0.0916829356851202,1402,Resolved,full_gene
Donor2,UA5,Immature_granulopoiesis,0.121669806969024,944,Resolved,full_gene
Donor6,UD,Immature_granulopoiesis,0.14651923694467,481,Resolved,full_gene
Donor3,UD,Immature_granulopoiesis,0.0443807126696343,1516,Resolved,full_gene
Donor6,UA5,Immature_granulopoiesis,0.121610864916731,510,Resolved,full_gene
Donor1,UD,Immature_granulopoiesis,0.150273745005326,200,Resolved,full_gene
Donor5,UA5,Immature_granulopoiesis,-0.142810521723354,4,Resolved,full_gene
Donor4,CF,Immature_granulopoiesis,-0.0486278175930534,2848,Resolved,full_gene
Donor3,NA5,Immature_granulopoiesis,-0.0511525301528722,3913,Resolved,full_gene
Donor2,NA5,Immature_granulopoiesis,-0.0374349220338899,1148,Resolved,full_gene
Donor5,NA5,Immature_granulopoiesis,-0.0343478786733499,2536,Resolved,full_gene
Donor3,CF,Immature_granulopoiesis,-0.0465009594721361,3355,Resolved,full_gene
Donor6,CF,Immature_granulopoiesis,-0.0507427660304276,1249,Resolved,full_gene
Donor1,CF,Immature_granulopoiesis,-0.0307931936647478,1253,Resolved,full_gene
Donor4,NA5,Immature_granulopoiesis,-0.0458251941210882,1580,Resolved,full_gene
Donor1,NA5,Immature_granulopoiesis,-0.0482427173162234,71,Resolved,full_gene
Donor5,CF,Immature_granulopoiesis,0.00699680719734523,11,Resolved,full_gene
Donor2,CF,Immature_granulopoiesis,-0.0740005990589028,22,Resolved,full_gene
Donor6,NA5,Immature_granulopoiesis,0.10338395479701,1,Resolved,full_gene
Donor1,N,Survival_antiapoptosis,-0.275381561102188,55,Resolved,full_gene
Donor6,N,Survival_antiapoptosis,-0.227857765731675,801,Resolved,full_gene
Donor5,NNAMPT,Survival_antiapoptosis,-0.291669567390533,41,Resolved,full_gene
Donor2,NNAMPT,Survival_antiapoptosis,-0.267514183530916,215,Resolved,full_gene
Donor1,NNAMPT,Survival_antiapoptosis,-0.294953167640176,63,Resolved,full_gene
Donor4,NNAMPT,Survival_antiapoptosis,-0.124563238810626,233,Resolved,full_gene
Donor4,N,Survival_antiapoptosis,-0.176780816400995,234,Resolved,full_gene
Donor5,N,Survival_antiapoptosis,-0.298413372432563,61,Resolved,full_gene
Donor3,N,Survival_antiapoptosis,-0.0890180896213918,102,Resolved,full_gene
Donor3,NNAMPT,Survival_antiapoptosis,-0.104654423129385,42,Resolved,full_gene
Donor2,N,Survival_antiapoptosis,-0.203954158632981,47,Resolved,full_gene
Donor6,NNAMPT,Survival_antiapoptosis,-0.450711082696282,13,Resolved,full_gene
Donor4,UF,Survival_antiapoptosis,0.171468244789429,3393,Resolved,full_gene
Donor4,UN,Survival_antiapoptosis,0.154798753994797,1239,Resolved,full_gene
Donor3,UN,Survival_antiapoptosis,0.166668983302554,2554,Resolved,full_gene
Donor2,UF,Survival_antiapoptosis,0.048176509513972,720,Resolved,full_gene
Donor3,UF,Survival_antiapoptosis,0.180307483947046,2349,Resolved,full_gene
Donor2,UN,Survival_antiapoptosis,0.0605397904967799,461,Resolved,full_gene
Donor6,UF,Survival_antiapoptosis,0.0415082211568033,369,Resolved,full_gene
Donor1,UF,Survival_antiapoptosis,0.0649761573628199,140,Resolved,full_gene
Donor5,UF,Survival_antiapoptosis,0.087723912612817,28,Resolved,full_gene
Donor1,UN,Survival_antiapoptosis,0.145857790270959,87,Resolved,full_gene
Donor6,UN,Survival_antiapoptosis,0.159310449293531,54,Resolved,full_gene
Donor5,UN,Survival_antiapoptosis,0.0172398242696043,26,Resolved,full_gene
Donor4,UD,Survival_antiapoptosis,0.201328023743297,1847,Resolved,full_gene
Donor4,UA5,Survival_antiapoptosis,0.187374909779283,1576,Resolved,full_gene
Donor5,UD,Survival_antiapoptosis,-0.0872351475216519,1184,Resolved,full_gene
Donor2,UD,Survival_antiapoptosis,-0.109223849091275,946,Resolved,full_gene
Donor3,UA5,Survival_antiapoptosis,0.199195477158287,2053,Resolved,full_gene
Donor1,UA5,Survival_antiapoptosis,-0.0506698480572627,1402,Resolved,full_gene
Donor2,UA5,Survival_antiapoptosis,-0.0527231413309911,944,Resolved,full_gene
Donor6,UD,Survival_antiapoptosis,-0.126638403398852,481,Resolved,full_gene
Donor3,UD,Survival_antiapoptosis,0.168368241667171,1516,Resolved,full_gene
Donor6,UA5,Survival_antiapoptosis,-0.0464354453943461,510,Resolved,full_gene
Donor1,UD,Survival_antiapoptosis,0.00812102798570086,200,Resolved,full_gene
Donor5,UA5,Survival_antiapoptosis,0.0558001711022789,4,Resolved,full_gene
Donor4,CF,Survival_antiapoptosis,0.225123434682028,2848,Resolved,full_gene
Donor3,NA5,Survival_antiapoptosis,0.218295901483217,3913,Resolved,full_gene
Donor2,NA5,Survival_antiapoptosis,0.0480108843496676,1148,Resolved,full_gene
Donor5,NA5,Survival_antiapoptosis,0.0260216613391576,2536,Resolved,full_gene
Donor3,CF,Survival_antiapoptosis,0.237733859894852,3355,Resolved,full_gene
Donor6,CF,Survival_antiapoptosis,0.0300488175604249,1249,Resolved,full_gene
Donor1,CF,Survival_antiapoptosis,0.0355346852986617,1253,Resolved,full_gene
Donor4,NA5,Survival_antiapoptosis,0.226396438339808,1580,Resolved,full_gene
Donor1,NA5,Survival_antiapoptosis,0.033300927118743,71,Resolved,full_gene
Donor5,CF,Survival_antiapoptosis,0.195526592304685,11,Resolved,full_gene
Donor2,CF,Survival_antiapoptosis,-0.0467221552017462,22,Resolved,full_gene
Donor6,NA5,Survival_antiapoptosis,0.727042799192761,1,Resolved,full_gene
Donor1,N,Hypoxia_glycolysis,-0.122142634455322,55,Resolved,full_gene
Donor6,N,Hypoxia_glycolysis,-0.0951046530613069,801,Resolved,full_gene
Donor5,NNAMPT,Hypoxia_glycolysis,-0.192212210111548,41,Resolved,full_gene
Donor2,NNAMPT,Hypoxia_glycolysis,-0.146929010694025,215,Resolved,full_gene
Donor1,NNAMPT,Hypoxia_glycolysis,-0.137007090288233,63,Resolved,full_gene
Donor4,NNAMPT,Hypoxia_glycolysis,-0.135190174708688,233,Resolved,full_gene
Donor4,N,Hypoxia_glycolysis,-0.0995245357054322,234,Resolved,full_gene
Donor5,N,Hypoxia_glycolysis,-0.118306254728075,61,Resolved,full_gene
Donor3,N,Hypoxia_glycolysis,-0.0583488600332355,102,Resolved,full_gene
Donor3,NNAMPT,Hypoxia_glycolysis,-0.0349314587090944,42,Resolved,full_gene
Donor2,N,Hypoxia_glycolysis,-0.175672697704045,47,Resolved,full_gene
Donor6,NNAMPT,Hypoxia_glycolysis,-0.223910534034469,13,Resolved,full_gene
Donor4,UF,Hypoxia_glycolysis,0.0259146059553515,3393,Resolved,full_gene
Donor4,UN,Hypoxia_glycolysis,0.0933388140021617,1239,Resolved,full_gene
Donor3,UN,Hypoxia_glycolysis,0.0650389386449306,2554,Resolved,full_gene
Donor2,UF,Hypoxia_glycolysis,0.0199712912374524,720,Resolved,full_gene
Donor3,UF,Hypoxia_glycolysis,0.0431645959361038,2349,Resolved,full_gene
Donor2,UN,Hypoxia_glycolysis,0.00231643465914035,461,Resolved,full_gene
Donor6,UF,Hypoxia_glycolysis,0.0236636334951858,369,Resolved,full_gene
Donor1,UF,Hypoxia_glycolysis,0.00504550746138982,140,Resolved,full_gene
Donor5,UF,Hypoxia_glycolysis,0.0410503906724549,28,Resolved,full_gene
Donor1,UN,Hypoxia_glycolysis,0.0769197019958013,87,Resolved,full_gene
Donor6,UN,Hypoxia_glycolysis,0.00179174146906463,54,Resolved,full_gene
Donor5,UN,Hypoxia_glycolysis,0.0507759158781906,26,Resolved,full_gene
Donor4,UD,Hypoxia_glycolysis,0.122526465659644,1847,Resolved,full_gene
Donor4,UA5,Hypoxia_glycolysis,0.109220615439794,1576,Resolved,full_gene
Donor5,UD,Hypoxia_glycolysis,-0.0395437617416423,1184,Resolved,full_gene
Donor2,UD,Hypoxia_glycolysis,-0.00940724007699797,946,Resolved,full_gene
Donor3,UA5,Hypoxia_glycolysis,0.120535579920164,2053,Resolved,full_gene
Donor1,UA5,Hypoxia_glycolysis,0.000109420803410075,1402,Resolved,full_gene
Donor2,UA5,Hypoxia_glycolysis,-0.0170149566313972,944,Resolved,full_gene
Donor6,UD,Hypoxia_glycolysis,0.0258794575979534,481,Resolved,full_gene
Donor3,UD,Hypoxia_glycolysis,0.0860674461645392,1516,Resolved,full_gene
Donor6,UA5,Hypoxia_glycolysis,-0.0384372744871371,510,Resolved,full_gene
Donor1,UD,Hypoxia_glycolysis,0.017570271753551,200,Resolved,full_gene
Donor5,UA5,Hypoxia_glycolysis,-0.133604325385512,4,Resolved,full_gene
Donor4,CF,Hypoxia_glycolysis,0.124103511038284,2848,Resolved,full_gene
Donor3,NA5,Hypoxia_glycolysis,0.135634591381604,3913,Resolved,full_gene
Donor2,NA5,Hypoxia_glycolysis,0.0372729243211533,1148,Resolved,full_gene
Donor5,NA5,Hypoxia_glycolysis,0.0322197712082581,2536,Resolved,full_gene
Donor3,CF,Hypoxia_glycolysis,0.132606647208838,3355,Resolved,full_gene
Donor6,CF,Hypoxia_glycolysis,0.0148176495043037,1249,Resolved,full_gene
Donor1,CF,Hypoxia_glycolysis,0.0191194686779442,1253,Resolved,full_gene
Donor4,NA5,Hypoxia_glycolysis,0.122052694090094,1580,Resolved,full_gene
Donor1,NA5,Hypoxia_glycolysis,0.0783190660496138,71,Resolved,full_gene
Donor5,CF,Hypoxia_glycolysis,0.103179351108909,11,Resolved,full_gene
Donor2,CF,Hypoxia_glycolysis,0.116462983391199,22,Resolved,full_gene
Donor6,NA5,Hypoxia_glycolysis,-0.284430339070217,1,Resolved,full_gene
Donor1,N,ER_stress,-0.213482740274774,55,Resolved,full_gene
Donor6,N,ER_stress,-0.236916323170801,801,Resolved,full_gene
Donor5,NNAMPT,ER_stress,-0.266498343236479,41,Resolved,full_gene
Donor2,NNAMPT,ER_stress,-0.290021303907306,215,Resolved,full_gene
Donor1,NNAMPT,ER_stress,-0.219340540238667,63,Resolved,full_gene
Donor4,NNAMPT,ER_stress,-0.189865942320741,233,Resolved,full_gene
Donor4,N,ER_stress,-0.177615236013978,234,Resolved,full_gene
Donor5,N,ER_stress,-0.307334687816641,61,Resolved,full_gene
Donor3,N,ER_stress,-0.209661343911251,102,Resolved,full_gene
Donor3,NNAMPT,ER_stress,-0.187988746883946,42,Resolved,full_gene
Donor2,N,ER_stress,-0.14783651056173,47,Resolved,full_gene
Donor6,NNAMPT,ER_stress,-0.315229564304776,13,Resolved,full_gene
Donor4,UF,ER_stress,0.118970529402728,3393,Resolved,full_gene
Donor4,UN,ER_stress,0.147088612167758,1239,Resolved,full_gene
Donor3,UN,ER_stress,0.142532694872588,2554,Resolved,full_gene
Donor2,UF,ER_stress,0.0937614785734558,720,Resolved,full_gene
Donor3,UF,ER_stress,0.138318465418911,2349,Resolved,full_gene
Donor2,UN,ER_stress,0.118367540424837,461,Resolved,full_gene
Donor6,UF,ER_stress,0.00581331252342254,369,Resolved,full_gene
Donor1,UF,ER_stress,0.101041701044138,140,Resolved,full_gene
Donor5,UF,ER_stress,0.0721184544759405,28,Resolved,full_gene
Donor1,UN,ER_stress,0.108634201897362,87,Resolved,full_gene
Donor6,UN,ER_stress,0.134589906342026,54,Resolved,full_gene
Donor5,UN,ER_stress,0.103934510473641,26,Resolved,full_gene
Donor4,UD,ER_stress,0.129000887847986,1847,Resolved,full_gene
Donor4,UA5,ER_stress,0.107632188185473,1576,Resolved,full_gene
Donor5,UD,ER_stress,-0.105919230760942,1184,Resolved,full_gene
Donor2,UD,ER_stress,-0.0930624759020302,946,Resolved,full_gene
Donor3,UA5,ER_stress,0.106755487533226,2053,Resolved,full_gene
Donor1,UA5,ER_stress,-0.0609850601528056,1402,Resolved,full_gene
Donor2,UA5,ER_stress,-0.0802300192262829,944,Resolved,full_gene
Donor6,UD,ER_stress,-0.155063047118675,481,Resolved,full_gene
Donor3,UD,ER_stress,0.0855132186579184,1516,Resolved,full_gene
Donor6,UA5,ER_stress,-0.148418128239243,510,Resolved,full_gene
Donor1,UD,ER_stress,0.0244334591896222,200,Resolved,full_gene
Donor5,UA5,ER_stress,0.350214356675035,4,Resolved,full_gene
Donor4,CF,ER_stress,0.207062002928008,2848,Resolved,full_gene
Donor3,NA5,ER_stress,0.17652398491198,3913,Resolved,full_gene
Donor2,NA5,ER_stress,0.023643021768189,1148,Resolved,full_gene
Donor5,NA5,ER_stress,0.0109337496126832,2536,Resolved,full_gene
Donor3,CF,ER_stress,0.204252593309746,3355,Resolved,full_gene
Donor6,CF,ER_stress,0.0208948972094722,1249,Resolved,full_gene
Donor1,CF,ER_stress,0.0168772735728261,1253,Resolved,full_gene
Donor4,NA5,ER_stress,0.222916915117846,1580,Resolved,full_gene
Donor1,NA5,ER_stress,0.042589930577823,71,Resolved,full_gene
Donor5,CF,ER_stress,0.206778167563431,11,Resolved,full_gene
Donor2,CF,ER_stress,0.106957965727095,22,Resolved,full_gene
Donor6,NA5,ER_stress,0.0478355537898678,1,Resolved,full_gene
Donor1,N,Proliferation_stress,-0.0551943918247099,55,Resolved,full_gene
Donor6,N,Proliferation_stress,0.0630825169385753,801,Resolved,full_gene
Donor5,NNAMPT,Proliferation_stress,-0.101143618491949,41,Resolved,full_gene
Donor2,NNAMPT,Proliferation_stress,-0.00977912362716826,215,Resolved,full_gene
Donor1,NNAMPT,Proliferation_stress,-0.159039812151717,63,Resolved,full_gene
Donor4,NNAMPT,Proliferation_stress,-0.0699757909467337,233,Resolved,full_gene
Donor4,N,Proliferation_stress,-0.0403724473294981,234,Resolved,full_gene
Donor5,N,Proliferation_stress,-0.0795630415973181,61,Resolved,full_gene
Donor3,N,Proliferation_stress,-0.0479273295798185,102,Resolved,full_gene
Donor3,NNAMPT,Proliferation_stress,0.119584926551215,42,Resolved,full_gene
Donor2,N,Proliferation_stress,-0.114988127214177,47,Resolved,full_gene
Donor6,NNAMPT,Proliferation_stress,0.0678661244827945,13,Resolved,full_gene
Donor4,UF,Proliferation_stress,-0.00860431421510332,3393,Resolved,full_gene
Donor4,UN,Proliferation_stress,0.042409489441198,1239,Resolved,full_gene
Donor3,UN,Proliferation_stress,0.0485828049582374,2554,Resolved,full_gene
Donor2,UF,Proliferation_stress,0.00803314632818742,720,Resolved,full_gene
Donor3,UF,Proliferation_stress,0.0110012865541912,2349,Resolved,full_gene
Donor2,UN,Proliferation_stress,0.0393262343395984,461,Resolved,full_gene
Donor6,UF,Proliferation_stress,0.0654430457999827,369,Resolved,full_gene
Donor1,UF,Proliferation_stress,-0.0173447868077495,140,Resolved,full_gene
Donor5,UF,Proliferation_stress,0.0948347626164625,28,Resolved,full_gene
Donor1,UN,Proliferation_stress,0.124247163516519,87,Resolved,full_gene
Donor6,UN,Proliferation_stress,-0.0332961565649252,54,Resolved,full_gene
Donor5,UN,Proliferation_stress,0.119297270310473,26,Resolved,full_gene
Donor4,UD,Proliferation_stress,0.0561835838906977,1847,Resolved,full_gene
Donor4,UA5,Proliferation_stress,0.0360568853716524,1576,Resolved,full_gene
Donor5,UD,Proliferation_stress,0.0336515402331077,1184,Resolved,full_gene
Donor2,UD,Proliferation_stress,0.00630572916399021,946,Resolved,full_gene
Donor3,UA5,Proliferation_stress,0.0415744128499563,2053,Resolved,full_gene
Donor1,UA5,Proliferation_stress,0.022011132769735,1402,Resolved,full_gene
Donor2,UA5,Proliferation_stress,0.0231987023103441,944,Resolved,full_gene
Donor6,UD,Proliferation_stress,0.0108300275837484,481,Resolved,full_gene
Donor3,UD,Proliferation_stress,0.0351229068488947,1516,Resolved,full_gene
Donor6,UA5,Proliferation_stress,-0.00728403156735569,510,Resolved,full_gene
Donor1,UD,Proliferation_stress,0.0845161336271927,200,Resolved,full_gene
Donor5,UA5,Proliferation_stress,0.0172072241626164,4,Resolved,full_gene
Donor4,CF,Proliferation_stress,-0.00896650022308798,2848,Resolved,full_gene
Donor3,NA5,Proliferation_stress,-0.0056478008135493,3913,Resolved,full_gene
Donor2,NA5,Proliferation_stress,-0.0243722284075372,1148,Resolved,full_gene
Donor5,NA5,Proliferation_stress,-0.0417979398316361,2536,Resolved,full_gene
Donor3,CF,Proliferation_stress,-0.0119904320550751,3355,Resolved,full_gene
Donor6,CF,Proliferation_stress,-0.0424074841069128,1249,Resolved,full_gene
Donor1,CF,Proliferation_stress,-0.0379151992546278,1253,Resolved,full_gene
Donor4,NA5,Proliferation_stress,-0.015477646497562,1580,Resolved,full_gene
Donor1,NA5,Proliferation_stress,-0.0267302713030806,71,Resolved,full_gene
Donor5,CF,Proliferation_stress,0.123231573352495,11,Resolved,full_gene
Donor2,CF,Proliferation_stress,0.0996477226181838,22,Resolved,full_gene
Donor6,NA5,Proliferation_stress,0.267740754262402,1,Resolved,full_gene
Donor1,N,Integrin_adhesion,-0.116643608513643,55,Resolved,full_gene
Donor6,N,Integrin_adhesion,-0.182150183455752,801,Resolved,full_gene
Donor5,NNAMPT,Integrin_adhesion,-0.234718882799721,41,Resolved,full_gene
Donor2,NNAMPT,Integrin_adhesion,-0.187247538661483,215,Resolved,full_gene
Donor1,NNAMPT,Integrin_adhesion,-0.239675919809371,63,Resolved,full_gene
Donor4,NNAMPT,Integrin_adhesion,-0.148039690632659,233,Resolved,full_gene
Donor4,N,Integrin_adhesion,-0.194367898448296,234,Resolved,full_gene
Donor5,N,Integrin_adhesion,-0.193460825946273,61,Resolved,full_gene
Donor3,N,Integrin_adhesion,-0.0762635237582871,102,Resolved,full_gene
Donor3,NNAMPT,Integrin_adhesion,-0.0044686625582234,42,Resolved,full_gene
Donor2,N,Integrin_adhesion,-0.170336923015796,47,Resolved,full_gene
Donor6,NNAMPT,Integrin_adhesion,-0.335838027585781,13,Resolved,full_gene
Donor4,UF,Integrin_adhesion,0.0640361012966332,3393,Resolved,full_gene
Donor4,UN,Integrin_adhesion,0.112666809699691,1239,Resolved,full_gene
Donor3,UN,Integrin_adhesion,0.109078360049572,2554,Resolved,full_gene
Donor2,UF,Integrin_adhesion,-0.000634886423818919,720,Resolved,full_gene
Donor3,UF,Integrin_adhesion,0.0786735814388524,2349,Resolved,full_gene
Donor2,UN,Integrin_adhesion,-0.00481852063760871,461,Resolved,full_gene
Donor6,UF,Integrin_adhesion,-0.0033440464083776,369,Resolved,full_gene
Donor1,UF,Integrin_adhesion,0.0384827981176997,140,Resolved,full_gene
Donor5,UF,Integrin_adhesion,0.0485917905126555,28,Resolved,full_gene
Donor1,UN,Integrin_adhesion,-0.100836205717009,87,Resolved,full_gene
Donor6,UN,Integrin_adhesion,-0.0140355777025642,54,Resolved,full_gene
Donor5,UN,Integrin_adhesion,-0.0257504066315919,26,Resolved,full_gene
Donor4,UD,Integrin_adhesion,0.126680849902509,1847,Resolved,full_gene
Donor4,UA5,Integrin_adhesion,0.109719203378709,1576,Resolved,full_gene
Donor5,UD,Integrin_adhesion,-0.112186447360033,1184,Resolved,full_gene
Donor2,UD,Integrin_adhesion,-0.0877226808418407,946,Resolved,full_gene
Donor3,UA5,Integrin_adhesion,0.118441373646447,2053,Resolved,full_gene
Donor1,UA5,Integrin_adhesion,-0.0682103468041412,1402,Resolved,full_gene
Donor2,UA5,Integrin_adhesion,-0.0833081698637791,944,Resolved,full_gene
Donor6,UD,Integrin_adhesion,-0.102617670814324,481,Resolved,full_gene
Donor3,UD,Integrin_adhesion,0.0946849028407373,1516,Resolved,full_gene
Donor6,UA5,Integrin_adhesion,-0.122393313508918,510,Resolved,full_gene
Donor1,UD,Integrin_adhesion,0.00779153759732412,200,Resolved,full_gene
Donor5,UA5,Integrin_adhesion,-0.125969588271175,4,Resolved,full_gene
Donor4,CF,Integrin_adhesion,0.18837087988704,2848,Resolved,full_gene
Donor3,NA5,Integrin_adhesion,0.184362249551629,3913,Resolved,full_gene
Donor2,NA5,Integrin_adhesion,0.0013534321584779,1148,Resolved,full_gene
Donor5,NA5,Integrin_adhesion,0.0198670789256578,2536,Resolved,full_gene
Donor3,CF,Integrin_adhesion,0.185395751302213,3355,Resolved,full_gene
Donor6,CF,Integrin_adhesion,0.00765425970443639,1249,Resolved,full_gene
Donor1,CF,Integrin_adhesion,0.0498960152131828,1253,Resolved,full_gene
Donor4,NA5,Integrin_adhesion,0.19262192946592,1580,Resolved,full_gene
Donor1,NA5,Integrin_adhesion,0.0675804788751233,71,Resolved,full_gene
Donor5,CF,Integrin_adhesion,0.251239371996625,11,Resolved,full_gene
Donor2,CF,Integrin_adhesion,0.0248613465009074,22,Resolved,full_gene
Donor6,NA5,Integrin_adhesion,0.892165029859634,1,Resolved,full_gene
Donor1,N,CXCR4_aging_retention,-0.471430646786165,55,Resolved,full_gene
Donor6,N,CXCR4_aging_retention,-0.430301996227788,801,Resolved,full_gene
Donor5,NNAMPT,CXCR4_aging_retention,-0.447426246142216,41,Resolved,full_gene
Donor2,NNAMPT,CXCR4_aging_retention,-0.450500266827525,215,Resolved,full_gene
Donor1,NNAMPT,CXCR4_aging_retention,-0.474249678625724,63,Resolved,full_gene
Donor4,NNAMPT,CXCR4_aging_retention,-0.265864244903958,233,Resolved,full_gene
Donor4,N,CXCR4_aging_retention,-0.318390848652974,234,Resolved,full_gene
Donor5,N,CXCR4_aging_retention,-0.546404011988694,61,Resolved,full_gene
Donor3,N,CXCR4_aging_retention,-0.15978482220357,102,Resolved,full_gene
Donor3,NNAMPT,CXCR4_aging_retention,0.0512927829975073,42,Resolved,full_gene
Donor2,N,CXCR4_aging_retention,-0.436996247435008,47,Resolved,full_gene
Donor6,NNAMPT,CXCR4_aging_retention,-0.725432097751384,13,Resolved,full_gene
Donor4,UF,CXCR4_aging_retention,0.157879901717958,3393,Resolved,full_gene
Donor4,UN,CXCR4_aging_retention,0.423017187364142,1239,Resolved,full_gene
Donor3,UN,CXCR4_aging_retention,0.318730117809616,2554,Resolved,full_gene
Donor2,UF,CXCR4_aging_retention,0.119601664156479,720,Resolved,full_gene
Donor3,UF,CXCR4_aging_retention,0.244472307699206,2349,Resolved,full_gene
Donor2,UN,CXCR4_aging_retention,0.119526916143525,461,Resolved,full_gene
