Fine_annotation_3,HS,Condition,cells
15-Fibroblast_PDGFRBhi,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,21
12-unassigned,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,13
14-unassigned,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,27
16-unassigned,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,18
05F-MNP_monocyte_neutrophil,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,9
05G-MNP_activated,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,5
05E-MNP-pDC,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,4
05B-MNP-M2_macrophage,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,6
20_21_23_Endothelial,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,17
05C-MNP-mDC,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,3
17-Fibroblast_PLAC9_FZD8hi,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,13
04-IEC_CT_coloncyte,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,11
05A-MNP-M1_Macrophage,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,4
13-IEC_crypt_base_MHCIIhi,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,2
25-Treg,FOV37_HS36_VDZ_R_POST_2_Mayo0_Responder,VDZ_POST_Responder,1
08_27_IEC_colonocyte,FOV38_HS40_HC_1,HC,348
18-unassigned,FOV38_HS40_HC_1,HC,47
07-T_cells,FOV38_HS40_HC_1,HC,103
16-unassigned,FOV38_HS40_HC_1,HC,34
03_26-IgA_plasma_cell,FOV38_HS40_HC_1,HC,184
12-unassigned,FOV38_HS40_HC_1,HC,61
10_19-B_cells,FOV38_HS40_HC_1,HC,109
9-CCL3_L3_CCL4_L2hi,FOV38_HS40_HC_1,HC,69
01-IEC_crypt_base,FOV38_HS40_HC_1,HC,103
04-IEC_CT_coloncyte,FOV38_HS40_HC_1,HC,125
14-unassigned,FOV38_HS40_HC_1,HC,58
20_21_23_Endothelial,FOV38_HS40_HC_1,HC,58
05-MNP_NOS,FOV38_HS40_HC_1,HC,62
02-unassigned,FOV38_HS40_HC_1,HC,123
06-Cytotoxic_NK,FOV38_HS40_HC_1,HC,108
11_22-IgG_plasma_cell,FOV38_HS40_HC_1,HC,34
15-Fibroblast_PDGFRBhi,FOV38_HS40_HC_1,HC,63
01C_24_activated_fibroblast,FOV38_HS40_HC_1,HC,21
1B-Fibroblast,FOV38_HS40_HC_1,HC,35
05G-MNP_activated,FOV38_HS40_HC_1,HC,5
17-Fibroblast_PLAC9_FZD8hi,FOV38_HS40_HC_1,HC,39
01A-Muscularis mucosae and myofibroblast,FOV38_HS40_HC_1,HC,18
05A-MNP-M1_Macrophage,FOV38_HS40_HC_1,HC,5
05C-MNP-mDC,FOV38_HS40_HC_1,HC,3
05F-MNP_monocyte_neutrophil,FOV38_HS40_HC_1,HC,9
05B-MNP-M2_macrophage,FOV38_HS40_HC_1,HC,2
05E-MNP-pDC,FOV38_HS40_HC_1,HC,1
25-Treg,FOV38_HS40_HC_1,HC,1
02-unassigned,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,160
1B-Fibroblast,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,151
10_19-B_cells,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,458
05G-MNP_activated,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,83
05-MNP_NOS,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,229
07-T_cells,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,150
01C_24_activated_fibroblast,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,101
9-CCL3_L3_CCL4_L2hi,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,94
11_22-IgG_plasma_cell,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,169
01A-Muscularis mucosae and myofibroblast,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,242
17-Fibroblast_PLAC9_FZD8hi,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,68
05C-MNP-mDC,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,29
18-unassigned,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,39
05B-MNP-M2_macrophage,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,24
12-unassigned,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,74
03_26-IgA_plasma_cell,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,35
06-Cytotoxic_NK,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,133
14-unassigned,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,74
16-unassigned,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,76
15-Fibroblast_PDGFRBhi,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,72
05F-MNP_monocyte_neutrophil,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,45
05E-MNP-pDC,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,17
20_21_23_Endothelial,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,48
08_27_IEC_colonocyte,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,29
05A-MNP-M1_Macrophage,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,13
04-IEC_CT_coloncyte,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,7
25-Treg,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,1
01-IEC_crypt_base,FOV04_HS32_VDZ_RS_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,4
14-unassigned,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,28
01-IEC_crypt_base,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,713
06-Cytotoxic_NK,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,44
17-Fibroblast_PLAC9_FZD8hi,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,29
15-Fibroblast_PDGFRBhi,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,28
02-unassigned,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,46
08_27_IEC_colonocyte,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,118
12-unassigned,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,14
20_21_23_Endothelial,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,24
9-CCL3_L3_CCL4_L2hi,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,29
16-unassigned,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,26
07-T_cells,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,35
01C_24_activated_fibroblast,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,53
03_26-IgA_plasma_cell,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,87
05-MNP_NOS,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,60
10_19-B_cells,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,39
1B-Fibroblast,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,87
05F-MNP_monocyte_neutrophil,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,10
18-unassigned,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,22
01A-Muscularis mucosae and myofibroblast,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,52
04-IEC_CT_coloncyte,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,144
11_22-IgG_plasma_cell,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,17
05B-MNP-M2_macrophage,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,7
05G-MNP_activated,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,4
05A-MNP-M1_Macrophage,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,3
05C-MNP-mDC,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,2
25-Treg,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,1
13-IEC_crypt_base_MHCIIhi,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,3
05E-MNP-pDC,FOV40_HS34_VDZ_LC_POST_3_Mayo0_Responder,VDZ_POST_Responder,1
06-Cytotoxic_NK,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,314
18-unassigned,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,75
15-Fibroblast_PDGFRBhi,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,148
9-CCL3_L3_CCL4_L2hi,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,228
01-IEC_crypt_base,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,318
08_27_IEC_colonocyte,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,121
01A-Muscularis mucosae and myofibroblast,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,17
17-Fibroblast_PLAC9_FZD8hi,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,102
14-unassigned,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,133
20_21_23_Endothelial,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,84
02-unassigned,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,414
07-T_cells,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,275
01C_24_activated_fibroblast,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,45
12-unassigned,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,229
10_19-B_cells,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,128
11_22-IgG_plasma_cell,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,176
1B-Fibroblast,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,42
16-unassigned,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,142
05-MNP_NOS,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,77
05C-MNP-mDC,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,7
04-IEC_CT_coloncyte,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,21
13-IEC_crypt_base_MHCIIhi,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,33
05E-MNP-pDC,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,4
03_26-IgA_plasma_cell,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,62
25-Treg,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,3
05A-MNP-M1_Macrophage,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,10
05F-MNP_monocyte_neutrophil,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,20
05G-MNP_activated,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,20
05B-MNP-M2_macrophage,FOV41_HS34_VDZ_C_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,9
13-IEC_crypt_base_MHCIIhi,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,354
18-unassigned,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,18
01C_24_activated_fibroblast,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,146
08_27_IEC_colonocyte,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,16
11_22-IgG_plasma_cell,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,44
05-MNP_NOS,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,122
10_19-B_cells,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,122
04-IEC_CT_coloncyte,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,117
03_26-IgA_plasma_cell,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,197
20_21_23_Endothelial,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,19
01-IEC_crypt_base,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,8
14-unassigned,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,23
15-Fibroblast_PDGFRBhi,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,13
1B-Fibroblast,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,136
01A-Muscularis mucosae and myofibroblast,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,32
05C-MNP-mDC,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,20
05B-MNP-M2_macrophage,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,13
05F-MNP_monocyte_neutrophil,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,50
02-unassigned,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,84
12-unassigned,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,20
9-CCL3_L3_CCL4_L2hi,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,59
05G-MNP_activated,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,64
05A-MNP-M1_Macrophage,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,15
07-T_cells,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,30
06-Cytotoxic_NK,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,33
05E-MNP-pDC,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,8
16-unassigned,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,16
17-Fibroblast_PLAC9_FZD8hi,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,23
25-Treg,FOV44_HS32_VDZ_R_PRE_5_Mayo2_Responder,PRE_VDZ_Responder,2
06-Cytotoxic_NK,FOV45_HS31_HC_4,HC,97
08_27_IEC_colonocyte,FOV45_HS31_HC_4,HC,242
07-T_cells,FOV45_HS31_HC_4,HC,99
17-Fibroblast_PLAC9_FZD8hi,FOV45_HS31_HC_4,HC,50
1B-Fibroblast,FOV45_HS31_HC_4,HC,15
12-unassigned,FOV45_HS31_HC_4,HC,65
02-unassigned,FOV45_HS31_HC_4,HC,108
20_21_23_Endothelial,FOV45_HS31_HC_4,HC,49
14-unassigned,FOV45_HS31_HC_4,HC,55
10_19-B_cells,FOV45_HS31_HC_4,HC,113
18-unassigned,FOV45_HS31_HC_4,HC,31
03_26-IgA_plasma_cell,FOV45_HS31_HC_4,HC,148
11_22-IgG_plasma_cell,FOV45_HS31_HC_4,HC,60
9-CCL3_L3_CCL4_L2hi,FOV45_HS31_HC_4,HC,73
16-unassigned,FOV45_HS31_HC_4,HC,58
15-Fibroblast_PDGFRBhi,FOV45_HS31_HC_4,HC,58
05-MNP_NOS,FOV45_HS31_HC_4,HC,10
01C_24_activated_fibroblast,FOV45_HS31_HC_4,HC,18
05G-MNP_activated,FOV45_HS31_HC_4,HC,2
04-IEC_CT_coloncyte,FOV45_HS31_HC_4,HC,9
01-IEC_crypt_base,FOV45_HS31_HC_4,HC,8
01A-Muscularis mucosae and myofibroblast,FOV45_HS31_HC_4,HC,13
05B-MNP-M2_macrophage,FOV45_HS31_HC_4,HC,1
05F-MNP_monocyte_neutrophil,FOV45_HS31_HC_4,HC,2
05C-MNP-mDC,FOV45_HS31_HC_4,HC,1
05A-MNP-M1_Macrophage,FOV45_HS31_HC_4,HC,1
14-unassigned,FOV46_HS39_HC_1,HC,69
07-T_cells,FOV46_HS39_HC_1,HC,120
06-Cytotoxic_NK,FOV46_HS39_HC_1,HC,151
02-unassigned,FOV46_HS39_HC_1,HC,210
10_19-B_cells,FOV46_HS39_HC_1,HC,58
9-CCL3_L3_CCL4_L2hi,FOV46_HS39_HC_1,HC,114
20_21_23_Endothelial,FOV46_HS39_HC_1,HC,53
12-unassigned,FOV46_HS39_HC_1,HC,86
16-unassigned,FOV46_HS39_HC_1,HC,80
17-Fibroblast_PLAC9_FZD8hi,FOV46_HS39_HC_1,HC,54
18-unassigned,FOV46_HS39_HC_1,HC,45
11_22-IgG_plasma_cell,FOV46_HS39_HC_1,HC,56
15-Fibroblast_PDGFRBhi,FOV46_HS39_HC_1,HC,76
08_27_IEC_colonocyte,FOV46_HS39_HC_1,HC,51
01-IEC_crypt_base,FOV46_HS39_HC_1,HC,29
03_26-IgA_plasma_cell,FOV46_HS39_HC_1,HC,55
05-MNP_NOS,FOV46_HS39_HC_1,HC,14
01C_24_activated_fibroblast,FOV46_HS39_HC_1,HC,18
1B-Fibroblast,FOV46_HS39_HC_1,HC,8
04-IEC_CT_coloncyte,FOV46_HS39_HC_1,HC,42
05F-MNP_monocyte_neutrophil,FOV46_HS39_HC_1,HC,2
05B-MNP-M2_macrophage,FOV46_HS39_HC_1,HC,1
01A-Muscularis mucosae and myofibroblast,FOV46_HS39_HC_1,HC,5
05E-MNP-pDC,FOV46_HS39_HC_1,HC,2
05C-MNP-mDC,FOV46_HS39_HC_1,HC,2
25-Treg,FOV46_HS39_HC_1,HC,2
01-IEC_crypt_base,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,147
01A-Muscularis mucosae and myofibroblast,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,12
07-T_cells,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,58
10_19-B_cells,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,23
15-Fibroblast_PDGFRBhi,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,39
05-MNP_NOS,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,19
17-Fibroblast_PLAC9_FZD8hi,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,27
1B-Fibroblast,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,19
9-CCL3_L3_CCL4_L2hi,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,42
02-unassigned,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,53
12-unassigned,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,40
18-unassigned,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,27
03_26-IgA_plasma_cell,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,55
06-Cytotoxic_NK,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,54
14-unassigned,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,28
20_21_23_Endothelial,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,29
11_22-IgG_plasma_cell,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,31
08_27_IEC_colonocyte,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,23
16-unassigned,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,28
04-IEC_CT_coloncyte,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,88
05F-MNP_monocyte_neutrophil,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
01C_24_activated_fibroblast,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,14
13-IEC_crypt_base_MHCIIhi,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,1
25-Treg,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,1
05B-MNP-M2_macrophage,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,1
05E-MNP-pDC,FOV47_HS38_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,1
07-T_cells,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,120
04-IEC_CT_coloncyte,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,166
9-CCL3_L3_CCL4_L2hi,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,130
05-MNP_NOS,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,33
12-unassigned,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,83
03_26-IgA_plasma_cell,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,214
02-unassigned,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,182
15-Fibroblast_PDGFRBhi,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,55
11_22-IgG_plasma_cell,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,57
06-Cytotoxic_NK,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,103
13-IEC_crypt_base_MHCIIhi,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,72
14-unassigned,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,60
01-IEC_crypt_base,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,143
20_21_23_Endothelial,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,59
08_27_IEC_colonocyte,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,37
16-unassigned,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,56
18-unassigned,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,50
10_19-B_cells,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,73
05F-MNP_monocyte_neutrophil,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,7
17-Fibroblast_PLAC9_FZD8hi,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,48
01C_24_activated_fibroblast,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,9
01A-Muscularis mucosae and myofibroblast,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,11
05A-MNP-M1_Macrophage,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,5
1B-Fibroblast,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,14
05G-MNP_activated,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,5
05B-MNP-M2_macrophage,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,5
05E-MNP-pDC,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,3
05C-MNP-mDC,FOV48_HS38_VDZ_AC_PRE_1_Mayo2_Responder,PRE_VDZ_Responder,4
06-Cytotoxic_NK,FOV49_HS37_HC_1,HC,120
12-unassigned,FOV49_HS37_HC_1,HC,89
16-unassigned,FOV49_HS37_HC_1,HC,64
9-CCL3_L3_CCL4_L2hi,FOV49_HS37_HC_1,HC,101
01-IEC_crypt_base,FOV49_HS37_HC_1,HC,98
03_26-IgA_plasma_cell,FOV49_HS37_HC_1,HC,141
11_22-IgG_plasma_cell,FOV49_HS37_HC_1,HC,84
08_27_IEC_colonocyte,FOV49_HS37_HC_1,HC,65
10_19-B_cells,FOV49_HS37_HC_1,HC,45
07-T_cells,FOV49_HS37_HC_1,HC,113
02-unassigned,FOV49_HS37_HC_1,HC,139
15-Fibroblast_PDGFRBhi,FOV49_HS37_HC_1,HC,57
04-IEC_CT_coloncyte,FOV49_HS37_HC_1,HC,162
17-Fibroblast_PLAC9_FZD8hi,FOV49_HS37_HC_1,HC,48
20_21_23_Endothelial,FOV49_HS37_HC_1,HC,45
