Fine_annotation_3,HS,Condition,cells
05A-MNP-M1_Macrophage,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,9
11_22-IgG_plasma_cell,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,141
14-unassigned,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,29
02-unassigned,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,154
12-unassigned,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,54
1B-Fibroblast,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,62
20_21_23_Endothelial,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,46
01-IEC_crypt_base,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,278
07-T_cells,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,81
06-Cytotoxic_NK,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,53
01C_24_activated_fibroblast,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,29
13-IEC_crypt_base_MHCIIhi,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,202
9-CCL3_L3_CCL4_L2hi,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,91
17-Fibroblast_PLAC9_FZD8hi,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,32
05G-MNP_activated,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,13
01A-Muscularis mucosae and myofibroblast,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,85
05F-MNP_monocyte_neutrophil,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,19
05B-MNP-M2_macrophage,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,13
05-MNP_NOS,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,80
15-Fibroblast_PDGFRBhi,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,59
08_27_IEC_colonocyte,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,42
16-unassigned,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,37
04-IEC_CT_coloncyte,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,20
18-unassigned,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,19
05C-MNP-mDC,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,3
05E-MNP-pDC,FOV79_HS36_VDZ_RS_PRE_4_Mayo3_Responder,PRE_VDZ_Responder,1
05-MNP_NOS,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,90
17-Fibroblast_PLAC9_FZD8hi,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,26
01-IEC_crypt_base,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,450
12-unassigned,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,33
02-unassigned,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,114
04-IEC_CT_coloncyte,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,18
13-IEC_crypt_base_MHCIIhi,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,483
03_26-IgA_plasma_cell,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,524
9-CCL3_L3_CCL4_L2hi,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,61
05A-MNP-M1_Macrophage,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,12
11_22-IgG_plasma_cell,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,79
07-T_cells,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,61
10_19-B_cells,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,117
1B-Fibroblast,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,65
01A-Muscularis mucosae and myofibroblast,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,101
15-Fibroblast_PDGFRBhi,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,37
06-Cytotoxic_NK,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,34
14-unassigned,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,30
16-unassigned,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,33
20_21_23_Endothelial,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,36
05F-MNP_monocyte_neutrophil,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,20
18-unassigned,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,21
01C_24_activated_fibroblast,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,29
08_27_IEC_colonocyte,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,24
05G-MNP_activated,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,8
05C-MNP-mDC,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,4
25-Treg,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,3
05E-MNP-pDC,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,4
05B-MNP-M2_macrophage,FOV08_HS36_VDZ_RS_PRE_3_Mayo3_Responder,PRE_VDZ_Responder,10
13-IEC_crypt_base_MHCIIhi,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,201
04-IEC_CT_coloncyte,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,46
08_27_IEC_colonocyte,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,122
17-Fibroblast_PLAC9_FZD8hi,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,95
11_22-IgG_plasma_cell,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,154
9-CCL3_L3_CCL4_L2hi,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,213
05F-MNP_monocyte_neutrophil,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,19
02-unassigned,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,273
07-T_cells,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,206
03_26-IgA_plasma_cell,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,94
01-IEC_crypt_base,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,450
05-MNP_NOS,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,87
06-Cytotoxic_NK,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,241
12-unassigned,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,146
15-Fibroblast_PDGFRBhi,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,127
20_21_23_Endothelial,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,95
14-unassigned,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,107
1B-Fibroblast,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,79
01A-Muscularis mucosae and myofibroblast,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,27
10_19-B_cells,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,101
01C_24_activated_fibroblast,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,57
18-unassigned,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,65
16-unassigned,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,98
05G-MNP_activated,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,13
05B-MNP-M2_macrophage,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,7
05A-MNP-M1_Macrophage,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,10
05E-MNP-pDC,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,2
05C-MNP-mDC,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,8
25-Treg,FOV80_HS34_VDZ_C_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,2
05E-MNP-pDC,FOV81_HS31_HC_5,HC,2
04-IEC_CT_coloncyte,FOV81_HS31_HC_5,HC,44
12-unassigned,FOV81_HS31_HC_5,HC,119
08_27_IEC_colonocyte,FOV81_HS31_HC_5,HC,384
15-Fibroblast_PDGFRBhi,FOV81_HS31_HC_5,HC,97
05B-MNP-M2_macrophage,FOV81_HS31_HC_5,HC,5
10_19-B_cells,FOV81_HS31_HC_5,HC,146
03_26-IgA_plasma_cell,FOV81_HS31_HC_5,HC,103
20_21_23_Endothelial,FOV81_HS31_HC_5,HC,50
18-unassigned,FOV81_HS31_HC_5,HC,37
06-Cytotoxic_NK,FOV81_HS31_HC_5,HC,157
05-MNP_NOS,FOV81_HS31_HC_5,HC,51
05F-MNP_monocyte_neutrophil,FOV81_HS31_HC_5,HC,11
07-T_cells,FOV81_HS31_HC_5,HC,145
16-unassigned,FOV81_HS31_HC_5,HC,67
14-unassigned,FOV81_HS31_HC_5,HC,101
05G-MNP_activated,FOV81_HS31_HC_5,HC,7
02-unassigned,FOV81_HS31_HC_5,HC,95
17-Fibroblast_PLAC9_FZD8hi,FOV81_HS31_HC_5,HC,52
9-CCL3_L3_CCL4_L2hi,FOV81_HS31_HC_5,HC,58
11_22-IgG_plasma_cell,FOV81_HS31_HC_5,HC,34
01C_24_activated_fibroblast,FOV81_HS31_HC_5,HC,18
05A-MNP-M1_Macrophage,FOV81_HS31_HC_5,HC,7
1B-Fibroblast,FOV81_HS31_HC_5,HC,16
05C-MNP-mDC,FOV81_HS31_HC_5,HC,4
01-IEC_crypt_base,FOV81_HS31_HC_5,HC,12
01A-Muscularis mucosae and myofibroblast,FOV81_HS31_HC_5,HC,11
25-Treg,FOV81_HS31_HC_5,HC,1
10_19-B_cells,FOV09_HS40_HC_2,HC,40
08_27_IEC_colonocyte,FOV09_HS40_HC_2,HC,107
9-CCL3_L3_CCL4_L2hi,FOV09_HS40_HC_2,HC,53
17-Fibroblast_PLAC9_FZD8hi,FOV09_HS40_HC_2,HC,33
06-Cytotoxic_NK,FOV09_HS40_HC_2,HC,87
02-unassigned,FOV09_HS40_HC_2,HC,61
20_21_23_Endothelial,FOV09_HS40_HC_2,HC,32
12-unassigned,FOV09_HS40_HC_2,HC,69
15-Fibroblast_PDGFRBhi,FOV09_HS40_HC_2,HC,53
07-T_cells,FOV09_HS40_HC_2,HC,74
16-unassigned,FOV09_HS40_HC_2,HC,34
11_22-IgG_plasma_cell,FOV09_HS40_HC_2,HC,30
14-unassigned,FOV09_HS40_HC_2,HC,51
04-IEC_CT_coloncyte,FOV09_HS40_HC_2,HC,27
01A-Muscularis mucosae and myofibroblast,FOV09_HS40_HC_2,HC,27
01-IEC_crypt_base,FOV09_HS40_HC_2,HC,15
03_26-IgA_plasma_cell,FOV09_HS40_HC_2,HC,41
18-unassigned,FOV09_HS40_HC_2,HC,22
1B-Fibroblast,FOV09_HS40_HC_2,HC,3
05G-MNP_activated,FOV09_HS40_HC_2,HC,2
05B-MNP-M2_macrophage,FOV09_HS40_HC_2,HC,1
05-MNP_NOS,FOV09_HS40_HC_2,HC,3
01C_24_activated_fibroblast,FOV09_HS40_HC_2,HC,3
05F-MNP_monocyte_neutrophil,FOV09_HS40_HC_2,HC,1
25-Treg,FOV09_HS40_HC_2,HC,1
