sample_uid,sample_id,dataset_source,source_batch,source_condition,contrast,contrast_short,condition_label,treatment_status,total_cells,compartment,feature_scope,feature,numerator_cells,denominator_cells,proportion
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,568,0
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,568,0
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,568,0
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,568,0
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,3,568,0.00528169014084507
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,3,568,0.00528169014084507
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,3,568,0.00528169014084507
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,3,568,0.00528169014084507
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,4,568,0.00704225352112676
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,4,568,0.00704225352112676
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,4,568,0.00704225352112676
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,4,568,0.00704225352112676
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,443,568,0.779929577464789
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,443,568,0.779929577464789
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,443,568,0.779929577464789
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,443,568,0.779929577464789
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,5,568,0.00880281690140845
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,5,568,0.00880281690140845
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,5,568,0.00880281690140845
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,5,568,0.00880281690140845
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,66,568,0.116197183098592
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,66,568,0.116197183098592
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,66,568,0.116197183098592
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,66,568,0.116197183098592
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,25,568,0.0440140845070423
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,25,568,0.0440140845070423
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,25,568,0.0440140845070423
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,25,568,0.0440140845070423
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,2,568,0.00352112676056338
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,1071,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,1071,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,1071,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,7,568,0.0123239436619718
FAPTK__D2,D2,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,1071,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,7,568,0.0123239436619718
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,486,0.00617283950617284
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,486,0.00617283950617284
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,486,0.00617283950617284
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,486,0.00617283950617284
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,354,486,0.728395061728395
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,354,486,0.728395061728395
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,354,486,0.728395061728395
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,354,486,0.728395061728395
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,1,486,0.00205761316872428
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,8,486,0.0164609053497942
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,8,486,0.0164609053497942
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,8,486,0.0164609053497942
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,8,486,0.0164609053497942
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,65,486,0.133744855967078
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,65,486,0.133744855967078
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,65,486,0.133744855967078
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,65,486,0.133744855967078
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,6,486,0.0123456790123457
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,36,486,0.0740740740740741
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,36,486,0.0740740740740741
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,36,486,0.0740740740740741
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,36,486,0.0740740740740741
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,486,0
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,FAP ablation during DSS,FAP ablation,FAP-TK PBS+DSS,Reference,865,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,5,486,0.0102880658436214
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in FAP-TK cohort,FAP-TK DSS induction,FAP-TK PBS+DSS,Treatment,865,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,5,486,0.0102880658436214
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,DSS induction in a5B1 cohort,DSS induction,Severe DSS colitis,Treatment,865,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,5,486,0.0102880658436214
FAPTK__D3,D3,FAPTK,M1,FAP-TK_PBS_DSS,alpha5beta1 blockade during DSS,alpha5beta1 blockade,Severe DSS colitis,Reference,865,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,5,486,0.0102880658436214
